City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,solwezi,-12.1688,26.3894,17.09,95,100,1.3,ZM,1699835697
361,beaufort west,-32.3567,22.583,13.53,61,0,4.18,ZA,1699835697
362,yen vinh,18.6667,105.6667,24.93,87,81,1.24,VN,1699835697
363,ciudad lazaro cardenas,17.9583,-102.2,26.95,81,69,2.16,MX,1699835697
364,cabedelo,-6.9811,-34.8339,25.37,77,3,3.87,BR,1699835697
365,howard springs,-12.497,131.047,33.23,59,25,0.56,AU,1699835697
366,puerto quijarro,-17.7833,-57.7667,31.91,43,59,2.66,BO,1699835698
367,mozarlandia,-14.7447,-50.5706,28.65,38,15,2.61,BR,1699835698
368,yung shue wan,22.2333,114.1167,21.46,71,100,0.89,HK,1699835698
369,al qubbah,32.7616,22.2424,14.91,85,0,3.08,LY,1699835698
370,yangshuo,24.7808,110.4897,9.27,84,100,2.12,CN,1699835698
371,san fernando,15.0286,120.6898,28.85,68,94,2.83,PH,1699835698
372,barcelos,41.5388,-8.6151,18.08,96,100,4.7,PT,1699835699
373,dangriga,16.9692,-88.2321,26.26,86,88,3.99,BZ,1699835699
374,miracema do tocantins,-9.5618,-48.3967,27.48,47,0,1.13,BR,1699835699
375,vilyuysk,63.7553,121.6247,-23.92,100,56,1.7,RU,1699835699
376,ryazhsk,53.7038,40.1109,5.79,94,100,10.28,RU,1699835699
377,sisimiut,66.9395,-53.6735,-9.32,87,88,3.17,GL,1699835477
378,la gi,10.6667,107.7833,26.99,79,100,3.29,VN,1699835700
379,mossel bay,-34.1831,22.146,11.96,78,0,1.81,ZA,1699835700
380,chippewa falls,44.9369,-91.3929,12.1,59,0,3.09,US,1699835700
381,mermoz boabab,14.7065,-17.4758,25.88,89,0,2.06,SN,1699835700
382,tazovsky,67.4667,78.7,-11.21,95,51,5.61,RU,1699835700
383,kotabumi,-4.8333,104.9,28.39,72,100,1.43,ID,1699835701
384,berdigestyakh,62.0989,126.6992,-16.53,95,100,3.93,RU,1699835701
385,ambodifotatra,-16.9833,49.85,24.63,72,33,1.16,MG,1699835701
386,el charco,2.4769,-78.1105,25.32,92,99,1.58,CO,1699835701
387,smithers,54.7804,-127.1743,-0.82,100,100,1.54,CA,1699835702
388,villa yapacani,-17.4,-63.8333,35.54,32,100,3.28,BO,1699835702
389,forshaga,59.5254,13.4813,-1.71,100,75,2.06,SE,1699835702
390,hlukhiv,51.6782,33.9162,5.61,92,100,8.12,UA,1699835703
391,lazaro cardenas,17.9583,-102.2,26.95,81,69,2.16,MX,1699835697
392,uliastay,47.7417,96.8444,-12.17,64,100,2.59,MN,1699835703
393,porto novo,6.4965,2.6036,27.9,86,53,2.02,BJ,1699835704
394,redencao,-4.2258,-38.7306,23.08,90,0,1.3,BR,1699835704
395,brookings,44.3114,-96.7984,9.54,45,0,1.54,US,1699835596
396,peace river,56.2501,-117.286,1.17,74,20,2.06,CA,1699835450
397,callao,-12.0667,-77.15,22.07,77,75,6.69,PE,1699835704
398,utete,-7.986,38.758,23.04,97,83,0.56,TZ,1699835705
399,dali,25.7,100.1833,13.11,75,0,0.63,CN,1699835705
400,vila do maio,15.1333,-23.2167,25.44,68,90,4.92,CV,1699835705
401,sorab,14.3833,75.1,18.82,85,57,2.68,IN,1699835706
402,la passe,45.5549,-0.8967,15.13,86,99,4.68,FR,1699835706
403,kill devil hills,36.0307,-75.676,13.32,69,100,8.75,US,1699835524
404,trinity beach,-16.7888,145.6968,31.67,58,40,5.14,AU,1699835706
405,pingzhuang,42.0372,119.2889,-5.79,64,2,1.13,CN,1699835707
406,cockburn town,21.4612,-71.1419,28.55,76,2,8.88,TC,1699835707
407,massawa,15.6097,39.45,28.91,67,52,1.15,ER,1699835707
408,fada,9.5667,8.3,21.48,50,14,1.28,NG,1699835707
409,igarka,67.4667,86.5833,-1.84,97,100,5.18,RU,1699835707
410,summerside,46.3959,-63.7876,2.05,80,94,2.06,CA,1699835708
411,nagqu,31.5,92.0,-12.28,44,0,1.51,CN,1699835708
412,chinde,26.8418,88.0763,12.45,60,0,2.47,NP,1699835708
413,alvaraes,-3.2208,-64.8042,27.93,79,11,1.06,BR,1699835708
414,kyzyl-suu,42.3414,78.0056,0.74,75,99,3.09,KG,1699835708
415,clute,29.0247,-95.3988,17.81,94,100,4.12,US,1699835709
416,ottawa,45.4112,-75.6981,-1.25,74,0,1.03,CA,1699835437
417,kunnamkulam,10.65,76.0833,22.84,82,100,3.06,IN,1699835709
418,parabel',58.6978,81.4825,1.06,98,79,3.58,RU,1699835606
419,bethanie,-26.4833,17.15,19.18,17,0,1.06,NA,1699835710
420,island harbour,50.724,-1.2758,13.29,93,100,2.24,GB,1699835710
421,farasan,16.7022,42.1183,29.28,73,91,4.65,SA,1699835710
422,rampur,28.8167,79.0333,15.62,60,0,1.37,IN,1699835710
423,hammerfest,70.6634,23.6821,-6.75,68,12,0.0,NO,1699835711
424,figuig (centre),32.1089,-1.2286,16.96,30,57,0.81,MA,1699835711
425,chimoio,-19.1164,33.4833,18.55,81,10,1.0,MZ,1699835711
426,bikenibeu village,1.3673,173.1241,27.98,89,75,1.54,KI,1699835711
427,belel,7.05,14.4333,17.08,90,100,1.44,CM,1699835711
428,kuala belait,4.5833,114.1833,28.09,79,73,1.48,BN,1699835712
429,okhotsk,59.3833,143.3,-15.4,77,0,9.79,RU,1699835712
430,mount darwin,-16.7725,31.5838,22.76,52,98,1.66,ZW,1699835712
431,campo gallo,-26.5833,-62.85,20.59,93,100,4.73,AR,1699835712
432,mendota,36.7536,-120.3816,25.15,21,92,2.84,US,1699835713
433,zapata,26.9073,-99.2714,16.06,100,100,1.54,US,1699835713
434,ixtapa,20.7,-105.2,29.57,74,75,3.09,MX,1699835713
435,marlborough,-41.6667,173.5,20.89,42,100,5.42,NZ,1699835714
436,mar del plata,-38.0023,-57.5575,11.72,67,0,1.54,AR,1699835714
437,zavoronezhskoye,52.8801,40.5526,7.43,81,100,11.55,RU,1699835714
438,embi,48.8264,58.1442,2.71,88,15,3.29,KZ,1699835714
439,pilar,-9.5972,-35.9567,22.96,85,1,1.74,BR,1699835715
440,brush,40.2589,-103.6238,12.89,27,0,3.6,US,1699835715
441,santa rosa de lima,13.6247,-87.8936,26.28,80,100,1.94,SV,1699835715
442,bani walid,31.7566,13.9942,15.37,78,0,1.44,LY,1699835715
443,santa elena de uairen,4.6167,-61.1333,21.46,82,71,1.75,VE,1699835716
444,lompoc,34.6391,-120.4579,25.56,54,0,2.57,US,1699835518
445,jayapura,-2.5333,140.7,32.66,75,80,2.88,ID,1699835716
446,beloyarskiy,63.7119,66.6722,-11.11,94,6,2.24,RU,1699835716
447,osmancik,40.9782,34.8047,13.6,86,61,0.59,TR,1699835717
448,gandi,12.9636,5.7434,24.04,18,0,4.42,NG,1699835717
449,kalevala,65.2,31.1667,-4.95,93,100,3.58,RU,1699835717
450,port augusta,-32.5,137.7667,27.06,20,100,3.17,AU,1699835717
451,el arahal,37.2627,-5.5453,17.11,89,0,0.0,ES,1699835718
452,yarmouth,41.7057,-70.2286,5.54,70,100,4.92,US,1699835601
453,flin flon,54.7682,-101.865,0.91,93,75,3.09,CA,1699835535
454,bintulu,3.1667,113.0333,27.23,89,40,1.03,MY,1699835585
455,rosso,16.4986,-15.8153,27.21,15,97,4.28,SN,1699835718
456,zaragoza,41.6561,-0.8773,18.25,68,0,4.63,ES,1699835719
457,loiza,18.4313,-65.8802,28.41,84,40,4.12,PR,1699835719
458,waat,51.1454,6.4958,7.38,94,75,1.54,DE,1699835719
459,kitimat,54.0524,-128.6534,4.39,79,63,1.79,CA,1699835719
460,los alamos,35.8881,-106.307,12.31,21,0,3.09,US,1699835593
461,okha,53.5739,142.9478,-3.97,89,100,6.57,RU,1699835720
462,amga,60.8953,131.9608,-14.67,93,100,3.29,RU,1699835720
463,volchikha,52.0333,80.3833,3.32,83,100,6.26,RU,1699835720
464,attapeu,14.8,106.8333,26.65,71,8,1.62,LA,1699835720
465,eyl,7.9803,49.8164,27.04,76,92,6.55,SO,1699835721
466,simplicio mendes,-7.8539,-41.9103,27.08,29,0,2.34,BR,1699835721
467,ballina,-28.8667,153.5667,25.99,77,80,4.5,AU,1699835721
468,changli,39.7042,119.1506,0.29,34,0,3.22,CN,1699835721
469,las flores,34.0372,-118.6359,27.58,47,0,3.09,US,1699835722
470,goba,7.0167,39.9833,10.95,93,99,0.59,ET,1699835722
471,ketchikan,55.3422,-131.6461,7.99,57,0,4.63,US,1699835722
472,boende,-0.2167,20.8667,20.33,99,100,0.7,CD,1699835722
473,port-vila,-17.7338,168.3219,25.78,69,100,8.23,VU,1699835722
474,pyu,18.4833,96.4333,24.28,90,100,0.77,MM,1699835723
475,siluko,6.5386,5.1609,24.3,98,98,1.0,NG,1699835723
476,salida,37.7058,-121.0849,21.95,36,0,2.57,US,1699835470
477,la ronge,55.1001,-105.2842,1.14,75,20,4.12,CA,1699835723
478,akcaabat,41.0212,39.5715,16.93,72,40,2.06,TR,1699835723
479,zag,46.9441,99.165,-15.83,75,1,1.35,MN,1699835724
480,bodo,67.28,14.405,-1.79,60,0,9.77,NO,1699835724
481,tianchang,37.9981,114.0156,3.64,33,100,0.38,CN,1699835724
482,barakani,-12.1356,44.4317,26.97,81,17,5.35,KM,1699835724
483,kasongo-lunda,-6.4667,16.8167,20.13,99,100,0.92,CD,1699835724
484,tual,-5.6667,132.75,27.87,78,31,4.77,ID,1699835724
485,masterton,-40.9597,175.6575,16.6,58,12,6.91,NZ,1699835561
486,rikaze,29.25,88.8833,-2.36,18,0,1.24,CN,1699835725
487,yuanping,38.7153,112.7575,-1.63,32,100,0.55,CN,1699835725
488,bereznik,62.8551,42.7072,-1.79,84,100,5.41,RU,1699835726
489,thunder bay,48.4001,-89.3168,4.99,87,75,2.57,CA,1699834993
490,grand falls-windsor,48.9332,-55.6649,-5.69,92,7,2.04,CA,1699835726
491,carinhanha,-14.3047,-43.765,27.61,32,0,0.29,BR,1699835726
492,zambezi,-13.5432,23.1047,19.9,80,100,1.53,ZM,1699835726
493,ironwood,46.4547,-90.171,7.45,61,0,4.63,US,1699835726
494,susuman,62.7833,148.1667,-29.27,97,89,0.38,RU,1699835727
495,bandar-e lengeh,26.5579,54.8807,23.06,46,20,3.09,IR,1699835727
496,obo,5.3998,26.4869,20.35,97,25,1.57,CF,1699835727
497,afua,-0.1567,-50.3867,26.04,77,1,3.84,BR,1699835727
498,shanklin,50.6261,-1.1785,12.99,93,100,0.89,GB,1699835727
499,aldinga beach,-35.2793,138.4604,21.81,49,66,1.91,AU,1699835728
500,quellon,-43.1167,-73.6167,7.66,79,100,3.94,CL,1699835728
501,shenjiamen,29.9576,122.298,10.94,70,100,10.13,CN,1699835728
502,jumla,29.2747,82.1838,5.71,52,0,2.17,NP,1699835728
503,fort payne,34.4442,-85.7197,13.95,74,40,0.0,US,1699835728
504,dapa,9.7594,126.0531,28.77,74,5,2.14,PH,1699835729
505,turpan,42.9333,89.1667,4.42,34,0,0.56,CN,1699835729
506,kirando,-7.4167,30.6,23.12,83,100,3.31,TZ,1699835729
507,malango,-2.9627,119.9001,26.53,62,97,0.79,ID,1699835729
508,kurchatov,51.6601,35.6521,7.79,94,100,8.28,RU,1699835729
509,powell,40.1578,-83.0752,6.93,66,0,0.0,US,1699835729
510,nova sintra,14.8667,-24.7167,23.73,68,66,3.06,CV,1699835730
511,riobamba,-1.6667,-78.6333,14.34,87,97,1.95,EC,1699835730
512,namdrik,5.5994,168.1028,28.53,81,100,6.1,MH,1699835730
513,sunland park,31.7965,-106.58,18.25,59,0,4.02,US,1699835731
514,guayaramerin,-10.8368,-65.3614,26.0,78,21,1.21,BO,1699835731
515,klaksvik,62.2266,-6.589,6.51,76,100,10.9,FO,1699835731
516,hermantown,46.8069,-92.2383,8.44,67,0,6.17,US,1699835731
517,chingirlau,51.095,54.0814,3.0,76,100,5.86,KZ,1699835732
518,dakoro,14.5106,6.765,25.05,13,2,4.96,NE,1699835732
519,kruisfontein,-34.0033,24.7314,11.44,76,20,3.59,ZA,1699835732
520,nageswari,25.9688,89.693,19.58,82,0,3.04,BD,1699835732
521,hanak,41.2336,42.8472,4.51,78,98,0.4,TR,1699835733
522,parkes,-33.1333,148.1833,26.02,18,1,3.82,AU,1699835603
523,loma de cabrera,19.4333,-71.6,24.07,80,3,1.86,DO,1699835733
524,mili,6.0815,171.735,28.49,83,100,8.07,MH,1699835733
525,kirensk,57.7853,108.1119,-10.58,91,100,1.34,RU,1699835604
526,n'dalatando,-9.2978,14.9116,20.31,98,100,0.51,AO,1699835734
527,colonia,50.9333,6.95,7.08,88,0,3.09,DE,1699835734
528,higuera de zaragoza,25.95,-109.2833,26.96,54,0,3.67,MX,1699835734
529,coahuayana de hidalgo,18.7,-103.6583,26.13,87,21,0.63,MX,1699835734
530,midvagur,62.0511,-7.1939,6.46,75,100,7.2,FO,1699835734
531,santa terezinha,-29.9002,-50.0904,20.47,98,100,6.97,BR,1699835735
532,prince edward,44.0001,-77.2495,0.01,86,0,0.45,CA,1699835735
533,ola,59.5833,151.2833,-9.92,63,100,5.51,RU,1699835735
534,santyoku,37.4406,129.1708,5.81,28,0,2.41,KR,1699835735
535,bhamo,24.2667,97.2333,20.23,71,0,0.57,MM,1699835735
536,mormugao,15.4,73.8,24.59,73,20,2.06,IN,1699835736
537,gokwe,-18.2048,28.9349,20.59,27,77,2.85,ZW,1699835736
538,kindu,-2.95,25.95,20.64,99,99,0.57,CD,1699835736
539,uyskoye,54.3775,60.0047,0.73,87,100,2.28,RU,1699835736
540,odense,55.3959,10.3883,6.01,89,11,1.69,DK,1699835737
541,ternate,0.8,127.4,28.83,72,43,1.88,ID,1699835737
542,emsburen,52.4,7.3,5.5,94,39,2.98,DE,1699835737
543,magnitogorsk,53.4186,59.0472,0.46,93,40,5.0,RU,1699835737
544,awjilah,29.1081,21.2869,19.45,42,0,2.06,LY,1699835737
545,portales,34.1862,-103.3344,15.55,53,22,2.82,US,1699835534
546,i-n-salah,27.1935,2.4607,21.31,31,5,5.02,DZ,1699835738
547,novyy urgal,51.0736,132.5642,-12.01,82,80,1.14,RU,1699835738
548,nazarovo,56.0064,90.3914,-6.03,93,100,2.68,RU,1699835604
549,gisborne,-38.6533,178.0042,19.71,56,2,3.27,NZ,1699835513
